ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,67,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,25,23,6,0,0,-1
_25_34,22,0,-1,-1,19,5,0,0,-1
_35_44,30,0,-1,-1,3,0,3,3,-1
_45_54,37,0,-1,-1,4,3,0,3,-1
_55_64,32,0,-1,-1,4,0,0,0,-1
_65_74,12,0,-1,-1,0,0,0,3,-1
_75_84,5,3,-1,-1,0,0,0,3,-1
_85_99,3,0,-1,-1,0,0,0,3,-1
