ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,26,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,11,8,7,6,3,-1
_25_34,8,0,-1,-1,13,5,8,5,-1
_35_44,16,3,-1,-1,3,3,0,5,-1
_45_54,13,0,-1,-1,0,0,3,9,-1
_55_64,11,0,-1,-1,0,4,0,4,-1
_65_74,16,0,-1,-1,0,0,0,0,-1
_75_84,6,0,-1,-1,0,0,3,3,-1
_85_99,4,0,-1,-1,0,0,0,0,-1
