ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,60,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,26,12,3,0,0,-1
_25_34,12,0,-1,-1,18,3,3,10,-1
_35_44,29,0,-1,-1,12,3,3,10,-1
_45_54,32,4,-1,-1,0,3,3,9,-1
_55_64,23,3,-1,-1,0,3,3,8,-1
_65_74,10,0,-1,-1,0,0,0,11,-1
_75_84,11,0,-1,-1,0,0,3,0,-1
_85_99,3,0,-1,-1,0,3,0,3,-1
