ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,91,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,9,12,0,0,0,-1
_25_34,22,4,-1,-1,0,3,0,7,-1
_35_44,35,4,-1,-1,3,0,0,7,-1
_45_54,31,0,-1,-1,0,3,9,9,-1
_55_64,45,0,-1,-1,0,0,0,7,-1
_65_74,40,0,-1,-1,0,3,0,9,-1
_75_84,17,0,-1,-1,0,0,0,0,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
