ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,89,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,13,19,5,0,3,-1
_25_34,24,0,-1,-1,10,0,3,3,-1
_35_44,47,0,-1,-1,8,5,0,11,-1
_45_54,31,0,-1,-1,4,0,0,5,-1
_55_64,30,0,-1,-1,3,0,0,4,-1
_65_74,25,0,-1,-1,0,0,0,8,-1
_75_84,13,0,-1,-1,0,0,0,4,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
