ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,121,-1,-1,-1,-1,-1,-1
_15_24,3,3,-1,25,40,3,0,0,-1
_25_34,32,0,-1,-1,22,6,0,5,-1
_35_44,49,3,-1,-1,10,4,0,0,-1
_45_54,46,0,-1,-1,5,0,0,3,-1
_55_64,34,0,-1,-1,0,0,0,4,-1
_65_74,15,3,-1,-1,0,3,0,3,-1
_75_84,13,0,-1,-1,0,0,0,3,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
