ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,59,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,17,12,4,0,0,-1
_25_34,9,0,-1,-1,5,0,0,0,-1
_35_44,19,0,-1,-1,7,0,0,10,-1
_45_54,43,3,-1,-1,0,0,4,6,-1
_55_64,37,0,-1,-1,0,6,3,15,-1
_65_74,53,0,-1,-1,0,0,6,6,-1
_75_84,29,4,-1,-1,0,0,0,3,-1
_85_99,6,0,-1,-1,0,0,0,0,-1
