ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,48,-1,-1,-1,-1,-1,-1
_15_24,3,0,-1,23,8,3,15,3,-1
_25_34,16,0,-1,-1,3,0,9,6,-1
_35_44,28,0,-1,-1,0,0,0,0,-1
_45_54,43,4,-1,-1,0,0,5,3,-1
_55_64,26,0,-1,-1,0,0,0,6,-1
_65_74,16,0,-1,-1,0,0,0,5,-1
_75_84,9,0,-1,-1,0,0,0,0,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
