ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,94,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,34,31,8,0,3,-1
_25_34,23,0,-1,-1,15,6,4,3,-1
_35_44,40,0,-1,-1,7,10,0,3,-1
_45_54,49,0,-1,-1,0,4,0,3,-1
_55_64,36,0,-1,-1,0,0,0,0,-1
_65_74,18,0,-1,-1,0,0,0,3,-1
_75_84,5,0,-1,-1,0,0,0,0,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
