ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,196,-1,-1,-1,-1,-1,-1
_15_24,4,0,-1,40,35,3,0,0,-1
_25_34,73,0,-1,-1,18,8,0,4,-1
_35_44,108,0,-1,-1,0,0,0,4,-1
_45_54,71,0,-1,-1,0,3,0,4,-1
_55_64,41,0,-1,-1,0,0,0,4,-1
_65_74,18,0,-1,-1,0,0,0,3,-1
_75_84,0,0,-1,-1,0,0,0,0,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
