ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,49,-1,-1,-1,-1,-1,-1
_15_24,5,0,-1,14,22,0,0,3,-1
_25_34,22,0,-1,-1,5,0,5,4,-1
_35_44,13,4,-1,-1,0,0,3,3,-1
_45_54,26,0,-1,-1,0,0,0,0,-1
_55_64,34,0,-1,-1,3,0,0,8,-1
_65_74,15,0,-1,-1,0,0,0,3,-1
_75_84,14,0,-1,-1,0,0,0,3,-1
_85_99,4,0,-1,-1,0,0,0,0,-1
