ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,18,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,3,3,0,0,0,-1
_25_34,6,0,-1,-1,0,0,3,0,-1
_35_44,7,0,-1,-1,3,0,0,3,-1
_45_54,10,0,-1,-1,3,0,0,6,-1
_55_64,28,0,-1,-1,3,0,0,14,-1
_65_74,28,0,-1,-1,0,0,3,18,-1
_75_84,18,0,-1,-1,0,3,3,12,-1
_85_99,9,0,-1,-1,0,0,0,5,-1
