ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,138,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,12,17,3,0,0,-1
_25_34,45,3,-1,-1,3,6,0,0,-1
_35_44,88,0,-1,-1,0,0,0,3,-1
_45_54,44,3,-1,-1,0,3,0,3,-1
_55_64,46,0,-1,-1,0,3,0,0,-1
_65_74,19,0,-1,-1,0,0,0,3,-1
_75_84,8,0,-1,-1,0,0,0,0,-1
_85_99,3,0,-1,-1,0,0,0,0,-1
