ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,119,-1,-1,-1,-1,-1,-1
_15_24,4,0,-1,22,15,5,0,0,-1
_25_34,33,0,-1,-1,3,0,4,6,-1
_35_44,50,3,-1,-1,0,3,4,3,-1
_45_54,49,0,-1,-1,0,0,3,4,-1
_55_64,43,0,-1,-1,0,3,0,3,-1
_65_74,22,0,-1,-1,0,0,0,3,-1
_75_84,17,0,-1,-1,0,3,0,0,-1
_85_99,3,0,-1,-1,0,0,0,0,-1
