ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,104,-1,-1,-1,-1,-1,-1
_15_24,4,0,-1,52,60,4,0,3,-1
_25_34,18,3,-1,-1,22,3,0,0,-1
_35_44,57,3,-1,-1,0,0,0,3,-1
_45_54,97,3,-1,-1,3,3,0,0,-1
_55_64,42,3,-1,-1,0,0,0,3,-1
_65_74,15,0,-1,-1,0,0,0,3,-1
_75_84,0,0,-1,-1,0,3,0,0,-1
_85_99,3,0,-1,-1,0,0,0,0,-1
