ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,123,-1,-1,-1,-1,-1,-1
_15_24,3,3,-1,27,35,6,0,0,-1
_25_34,31,0,-1,-1,18,7,0,5,-1
_35_44,67,3,-1,-1,0,3,0,0,-1
_45_54,45,0,-1,-1,0,3,0,0,-1
_55_64,27,3,-1,-1,0,0,0,0,-1
_65_74,5,0,-1,-1,0,0,0,0,-1
_75_84,3,0,-1,-1,0,0,0,0,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
