ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,98,-1,-1,-1,-1,-1,-1
_15_24,3,0,-1,11,26,3,0,3,-1
_25_34,30,0,-1,-1,5,3,3,0,-1
_35_44,24,4,-1,-1,9,3,0,0,-1
_45_54,32,0,-1,-1,3,0,5,6,-1
_55_64,25,0,-1,-1,0,0,3,6,-1
_65_74,33,0,-1,-1,0,0,0,3,-1
_75_84,18,0,-1,-1,0,0,0,0,-1
_85_99,3,0,-1,-1,0,0,0,3,-1
