ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,43,-1,-1,-1,-1,-1,-1
_15_24,7,0,-1,14,15,0,0,3,-1
_25_34,23,0,-1,-1,7,0,0,7,-1
_35_44,14,5,-1,-1,3,0,0,3,-1
_45_54,26,3,-1,-1,0,0,0,5,-1
_55_64,23,3,-1,-1,0,3,0,4,-1
_65_74,11,0,-1,-1,0,0,0,3,-1
_75_84,7,0,-1,-1,0,0,0,3,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
