ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,98,-1,-1,-1,-1,-1,-1
_15_24,20,0,-1,7,21,14,10,3,-1
_25_34,51,3,-1,-1,8,6,3,6,-1
_35_44,44,0,-1,-1,5,0,3,9,-1
_45_54,29,5,-1,-1,0,8,0,7,-1
_55_64,21,0,-1,-1,0,3,3,4,-1
_65_74,22,0,-1,-1,0,0,0,7,-1
_75_84,16,0,-1,-1,0,0,0,3,-1
_85_99,3,0,-1,-1,0,3,0,0,-1
