"cd_code","sla_code","sla_name"
1010101,155200300,"Balranald (A)"
1010102,155200300,"Balranald (A)"
1010103,155200300,"Balranald (A)"
1010104,155200300,"Balranald (A)"
1010105,155200300,"Balranald (A)"
1010106,155200300,"Balranald (A)"
1010107,155200300,"Balranald (A)"
1010108,155200300,"Balranald (A)"
1010109,155200300,"Balranald (A)"
1010110,155200300,"Balranald (A)"
1010201,155157800,"Wakool (A)"
1010202,155157800,"Wakool (A)"
1010203,155157800,"Wakool (A)"
1010204,155157800,"Wakool (A)"
1010205,155157800,"Wakool (A)"
1010206,155157800,"Wakool (A)"
1010207,155157800,"Wakool (A)"
1010208,155157800,"Wakool (A)"
1010209,155157800,"Wakool (A)"
1010210,155157800,"Wakool (A)"
1010211,155157800,"Wakool (A)"
1010212,155157800,"Wakool (A)"
1010213,155157800,"Wakool (A)"
1010214,155157800,"Wakool (A)"
1010215,155157800,"Wakool (A)"
1010301,150153850,"Hay (A)"
1010302,150153850,"Hay (A)"
1010303,150153850,"Hay (A)"
1010304,150153850,"Hay (A)"
1010305,150153850,"Hay (A)"
1010306,150153850,"Hay (A)"
1010307,150153850,"Hay (A)"
1010308,150153850,"Hay (A)"
1010309,150153850,"Hay (A)"
1010310,150153850,"Hay (A)"
1010311,150153850,"Hay (A)"
1010401,150151600,"Carrathool (A)"
1010402,150151600,"Carrathool (A)"
1010403,150151600,"Carrathool (A)"
1010404,150151600,"Carrathool (A)"
1010405,150151600,"Carrathool (A)"
1010406,150151600,"Carrathool (A)"
1010501,150151600,"Carrathool (A)"
1010502,150151600,"Carrathool (A)"
1010503,150151600,"Carrathool (A)"
1010504,150151600,"Carrathool (A)"
1010505,150151600,"Carrathool (A)"
1010506,150151600,"Carrathool (A)"
1010601,155151860,"Conargo (A)"
1010602,155151860,"Conargo (A)"
1010701,155155500,"Murray (A)"
1010702,155155500,"Murray (A)"
1010703,155155500,"Murray (A)"
1010704,155155500,"Murray (A)"
1010705,155155500,"Murray (A)"
1010706,155155500,"Murray (A)"
1010707,155155500,"Murray (A)"
1010708,155155500,"Murray (A)"
1010709,155155500,"Murray (A)"
1010710,155155500,"Murray (A)"
1010711,155155500,"Murray (A)"
1010712,155155500,"Murray (A)"
1010713,155155500,"Murray (A)"
1010714,155155500,"Murray (A)"
1010715,155155500,"Murray (A)"
1010716,155155500,"Murray (A)"
1010717,155155500,"Murray (A)"
1010801,155152500,"Deniliquin (A)"
1010802,155152500,"Deniliquin (A)"
1010803,155152500,"Deniliquin (A)"
1010804,155152500,"Deniliquin (A)"
1010805,155152500,"Deniliquin (A)"
1010806,155152500,"Deniliquin (A)"
1010807,155152500,"Deniliquin (A)"
1010901,155151860,"Conargo (A)"
1010902,155151860,"Conargo (A)"
1010903,155151860,"Conargo (A)"
1010904,155151860,"Conargo (A)"
1010905,155151860,"Conargo (A)"
1011001,155150650,"Berrigan (A)"
1011002,155150650,"Berrigan (A)"
1011003,155150650,"Berrigan (A)"
1011004,155150650,"Berrigan (A)"
1011005,155150650,"Berrigan (A)"
1011006,155150650,"Berrigan (A)"
1011007,155150650,"Berrigan (A)"
1011008,155150650,"Berrigan (A)"
1011009,155150650,"Berrigan (A)"
1011010,155150650,"Berrigan (A)"
1011011,155150650,"Berrigan (A)"
1011101,155150650,"Berrigan (A)"
1011102,155150650,"Berrigan (A)"
1011103,155150650,"Berrigan (A)"
1011104,155150650,"Berrigan (A)"
1011105,155150650,"Berrigan (A)"
1011106,155150650,"Berrigan (A)"
1011107,155150650,"Berrigan (A)"
1011108,155150650,"Berrigan (A)"
1011109,155150650,"Berrigan (A)"
1011201,155154250,"Jerilderie (A)"
1011202,155154250,"Jerilderie (A)"
1011203,155154250,"Jerilderie (A)"
1011204,155154250,"Jerilderie (A)"
1011205,155154250,"Jerilderie (A)"
1011301,150155550,"Murrumbidgee (A)"
1011302,150155550,"Murrumbidgee (A)"
1011303,150155550,"Murrumbidgee (A)"
1011304,150155550,"Murrumbidgee (A)"
1011305,150155550,"Murrumbidgee (A)"
1011306,150155550,"Murrumbidgee (A)"
1011401,150153450,"Griffith (C)"
1011402,150153450,"Griffith (C)"
1011403,150153450,"Griffith (C)"
1011404,150153450,"Griffith (C)"
1011405,150153450,"Griffith (C)"
1011406,150153450,"Griffith (C)"
1011407,150153450,"Griffith (C)"
1011408,150153450,"Griffith (C)"
1011409,150153450,"Griffith (C)"
1011410,150153450,"Griffith (C)"
1011411,150153450,"Griffith (C)"
1011501,150153450,"Griffith (C)"
1011502,150153450,"Griffith (C)"
1011503,150153450,"Griffith (C)"
1011504,150153450,"Griffith (C)"
1011505,150153450,"Griffith (C)"
1011506,150153450,"Griffith (C)"
1011507,150153450,"Griffith (C)"
1011508,150153450,"Griffith (C)"
1011509,150153450,"Griffith (C)"
1011510,150153450,"Griffith (C)"
1011511,150153450,"Griffith (C)"
1011512,150153450,"Griffith (C)"
1011601,150153450,"Griffith (C)"
1011602,150153450,"Griffith (C)"
1011603,150153450,"Griffith (C)"
1011604,150153450,"Griffith (C)"
1011605,150153450,"Griffith (C)"
1011606,150153450,"Griffith (C)"
1011607,150153450,"Griffith (C)"
1011608,150153450,"Griffith (C)"
1011609,150153450,"Griffith (C)"
1011610,150153450,"Griffith (C)"
1011611,150153450,"Griffith (C)"
1011612,150153450,"Griffith (C)"
1011613,150153450,"Griffith (C)"
1011701,150153450,"Griffith (C)"
1011702,150153450,"Griffith (C)"
1011703,150153450,"Griffith (C)"
1011704,150153450,"Griffith (C)"
1011705,150153450,"Griffith (C)"
1011706,150153450,"Griffith (C)"
1011707,150153450,"Griffith (C)"
1011708,150153450,"Griffith (C)"
1011801,150154750,"Leeton (A)"
1011802,150154750,"Leeton (A)"
1011803,150154750,"Leeton (A)"
1011804,150154750,"Leeton (A)"
1011805,150154750,"Leeton (A)"
1011806,150154750,"Leeton (A)"
1011807,150154750,"Leeton (A)"
1011808,150154750,"Leeton (A)"
1011809,150154750,"Leeton (A)"
1011810,150154750,"Leeton (A)"
1011811,150154750,"Leeton (A)"
1011812,150154750,"Leeton (A)"
1011901,150154750,"Leeton (A)"
1011902,150154750,"Leeton (A)"
1011903,150154750,"Leeton (A)"
1011904,150154750,"Leeton (A)"
1011905,150154750,"Leeton (A)"
1011906,150154750,"Leeton (A)"
1011907,150154750,"Leeton (A)"
1011908,150154750,"Leeton (A)"
1011909,150154750,"Leeton (A)"
1011910,150154750,"Leeton (A)"
1011911,150154750,"Leeton (A)"
1011912,150154750,"Leeton (A)"
1011913,150154750,"Leeton (A)"
1012001,150105800,"Narrandera (A)"
1012002,150105800,"Narrandera (A)"
1012003,150105800,"Narrandera (A)"
1012004,150105800,"Narrandera (A)"
1012005,150105800,"Narrandera (A)"
1012006,150105800,"Narrandera (A)"
1012007,150105800,"Narrandera (A)"
1012008,150105800,"Narrandera (A)"
1012009,150105800,"Narrandera (A)"
1012101,150105800,"Narrandera (A)"
1012102,150105800,"Narrandera (A)"
1012103,150105800,"Narrandera (A)"
1012104,150105800,"Narrandera (A)"
1012105,150105800,"Narrandera (A)"
1012106,150105800,"Narrandera (A)"
1012201,150105800,"Narrandera (A)"
1012202,150105800,"Narrandera (A)"
1012203,150105800,"Narrandera (A)"
1012204,150105800,"Narrandera (A)"
1012301,155152500,"Deniliquin (A)"
1012302,155152500,"Deniliquin (A)"
1012303,155152500,"Deniliquin (A)"
1012304,155152500,"Deniliquin (A)"
1012305,155152500,"Deniliquin (A)"
1012306,155152500,"Deniliquin (A)"
1020101,160108809,"Unincorp. Far West"
1020102,160108809,"Unincorp. Far West"
1020103,160108809,"Unincorp. Far West"
1020104,160108809,"Unincorp. Far West"
1020105,160108809,"Unincorp. Far West"
1020106,160108809,"Unincorp. Far West"
1020107,160108809,"Unincorp. Far West"
1020201,160108809,"Unincorp. Far West"
1020202,160108809,"Unincorp. Far West"
1020203,160108809,"Unincorp. Far West"
1020204,160108809,"Unincorp. Far West"
1020205,160108809,"Unincorp. Far West"
1020301,160101250,"Broken Hill (C)"
1020302,160101250,"Broken Hill (C)"
1020303,160101250,"Broken Hill (C)"
1020304,160101250,"Broken Hill (C)"
1020305,160101250,"Broken Hill (C)"
1020306,160101250,"Broken Hill (C)"
1020307,160101250,"Broken Hill (C)"
1020308,160101250,"Broken Hill (C)"
1020309,160101250,"Broken Hill (C)"
1020310,160101250,"Broken Hill (C)"
1020311,160101250,"Broken Hill (C)"
1020312,160101250,"Broken Hill (C)"
1020401,160101250,"Broken Hill (C)"
1020402,160101250,"Broken Hill (C)"
1020403,160101250,"Broken Hill (C)"
1020404,160101250,"Broken Hill (C)"
1020405,160101250,"Broken Hill (C)"
1020406,160101250,"Broken Hill (C)"
1020407,160101250,"Broken Hill (C)"
1020408,160101250,"Broken Hill (C)"
1020409,160101250,"Broken Hill (C)"
1020410,160101250,"Broken Hill (C)"
1020411,160101250,"Broken Hill (C)"
1020501,160101250,"Broken Hill (C)"
1020502,160101250,"Broken Hill (C)"
1020503,160101250,"Broken Hill (C)"
1020504,160101250,"Broken Hill (C)"
1020505,160101250,"Broken Hill (C)"
1020506,160101250,"Broken Hill (C)"
1020507,160101250,"Broken Hill (C)"
1020508,160101250,"Broken Hill (C)"
1020509,160101250,"Broken Hill (C)"
1020510,160101250,"Broken Hill (C)"
1020511,160101250,"Broken Hill (C)"
1020601,160101250,"Broken Hill (C)"
1020602,160101250,"Broken Hill (C)"
1020603,160101250,"Broken Hill (C)"
1020604,160101250,"Broken Hill (C)"
1020605,160101250,"Broken Hill (C)"
1020606,160101250,"Broken Hill (C)"
1020607,160101250,"Broken Hill (C)"
1020608,160101250,"Broken Hill (C)"
1020609,160101250,"Broken Hill (C)"
1020610,160101250,"Broken Hill (C)"
1020611,160101250,"Broken Hill (C)"
1020612,160101250,"Broken Hill (C)"
1020613,160101250,"Broken Hill (C)"
1020701,155208200,"Wentworth (A)"
1020702,155208200,"Wentworth (A)"
1020703,155208200,"Wentworth (A)"
1020704,155208200,"Wentworth (A)"
1020705,155208200,"Wentworth (A)"
1020706,155208200,"Wentworth (A)"
1020707,155208200,"Wentworth (A)"
1020708,155208200,"Wentworth (A)"
1020709,155208200,"Wentworth (A)"
1020710,155208200,"Wentworth (A)"
1020711,155208200,"Wentworth (A)"
1020712,155208200,"Wentworth (A)"
1020713,155208200,"Wentworth (A)"
1020801,155208200,"Wentworth (A)"
1020802,155208200,"Wentworth (A)"
1020803,155208200,"Wentworth (A)"
1020804,155208200,"Wentworth (A)"
1020805,155208200,"Wentworth (A)"
1020901,160101700,"Central Darling (A)"
1020902,160101700,"Central Darling (A)"
1020903,160101700,"Central Darling (A)"
1020904,160101700,"Central Darling (A)"
1020905,160101700,"Central Darling (A)"
1020906,160101700,"Central Darling (A)"
1021001,160101700,"Central Darling (A)"
1021002,160101700,"Central Darling (A)"
1021003,160101700,"Central Darling (A)"
1021004,160101700,"Central Darling (A)"
1021005,160101700,"Central Darling (A)"
1021006,160101700,"Central Darling (A)"
1021007,160101700,"Central Darling (A)"
1021008,160101700,"Central Darling (A)"
1021009,160101700,"Central Darling (A)"
1021101,135151750,"Cobar (A)"
1021102,135151750,"Cobar (A)"
1021103,135151750,"Cobar (A)"
1021104,135151750,"Cobar (A)"
1021105,135151750,"Cobar (A)"
1021106,135151750,"Cobar (A)"
1021107,135151750,"Cobar (A)"
1021108,135151750,"Cobar (A)"
1021201,135151750,"Cobar (A)"
1021202,135151750,"Cobar (A)"
1021203,135151750,"Cobar (A)"
1021204,135151750,"Cobar (A)"
1021205,135151750,"Cobar (A)"
1021206,135151750,"Cobar (A)"
1021207,135151750,"Cobar (A)"
1021208,135151750,"Cobar (A)"
1021209,135151750,"Cobar (A)"
1021301,135151150,"Bourke (A)"
1021302,135151150,"Bourke (A)"
1021303,135151150,"Bourke (A)"
1021304,135151150,"Bourke (A)"
1021305,135151150,"Bourke (A)"
1021306,135151150,"Bourke (A)"
1021401,135151150,"Bourke (A)"
1021402,135151150,"Bourke (A)"
1021403,135151150,"Bourke (A)"
1021404,135151150,"Bourke (A)"
1021405,135151150,"Bourke (A)"
1021406,135151150,"Bourke (A)"
1021407,135151150,"Bourke (A)"
1021408,135151150,"Bourke (A)"
1021409,135151150,"Bourke (A)"
1021410,135151150,"Bourke (A)"
1021501,135151200,"Brewarrina (A)"
1021502,135151200,"Brewarrina (A)"
1021503,135151200,"Brewarrina (A)"
1021504,135151200,"Brewarrina (A)"
1021601,135151200,"Brewarrina (A)"
1021602,135151200,"Brewarrina (A)"
1021603,135151200,"Brewarrina (A)"
1021604,135151200,"Brewarrina (A)"
1021605,135151200,"Brewarrina (A)"
1021606,135151200,"Brewarrina (A)"
1030101,135100950,"Bogan (A)"
1030102,135100950,"Bogan (A)"
1030103,135100950,"Bogan (A)"
1030104,135100950,"Bogan (A)"
1030105,135100950,"Bogan (A)"
1030106,135100950,"Bogan (A)"
1030107,135100950,"Bogan (A)"
1030108,135100950,"Bogan (A)"
1030109,135100950,"Bogan (A)"
1030110,135100950,"Bogan (A)"
1030201,140154600,"Lachlan (A)"
1030202,140154600,"Lachlan (A)"
1030203,140154600,"Lachlan (A)"
1030204,140154600,"Lachlan (A)"
1030205,140154600,"Lachlan (A)"
1030206,140154600,"Lachlan (A)"
1030301,140154600,"Lachlan (A)"
1030302,140154600,"Lachlan (A)"
1030303,140154600,"Lachlan (A)"
1030304,140154600,"Lachlan (A)"
1030305,140154600,"Lachlan (A)"
1030306,140154600,"Lachlan (A)"
1030307,140154600,"Lachlan (A)"
1030308,140154600,"Lachlan (A)"
1030401,140154600,"Lachlan (A)"
1030402,140154600,"Lachlan (A)"
1030403,140154600,"Lachlan (A)"
1030404,140154600,"Lachlan (A)"
1030405,140154600,"Lachlan (A)"
1030406,140154600,"Lachlan (A)"
1030501,140154600,"Lachlan (A)"
1030502,140154600,"Lachlan (A)"
1030503,140154600,"Lachlan (A)"
1030504,140154600,"Lachlan (A)"
1030505,140154600,"Lachlan (A)"
1030506,140154600,"Lachlan (A)"
1030507,140154600,"Lachlan (A)"
1030601,140152900,"Forbes (A)"
1030602,140152900,"Forbes (A)"
1030603,140152900,"Forbes (A)"
1030604,140152900,"Forbes (A)"
1030605,140152900,"Forbes (A)"
1030606,140152900,"Forbes (A)"
1030607,140152900,"Forbes (A)"
1030608,140152900,"Forbes (A)"
1030609,140152900,"Forbes (A)"
1030610,140152900,"Forbes (A)"
1030611,140152900,"Forbes (A)"
1030701,140152900,"Forbes (A)"
1030702,140152900,"Forbes (A)"
1030703,140152900,"Forbes (A)"
1030704,140152900,"Forbes (A)"
1030705,140152900,"Forbes (A)"
1030706,140152900,"Forbes (A)"
1030707,140152900,"Forbes (A)"
1030708,140152900,"Forbes (A)"
1030709,140152900,"Forbes (A)"
1030710,140152900,"Forbes (A)"
1030711,140152900,"Forbes (A)"
1030712,140152900,"Forbes (A)"
1030801,140156200,"Parkes (A)"
1030802,140156200,"Parkes (A)"
1030803,140156200,"Parkes (A)"
1030804,140156200,"Parkes (A)"
1030805,140156200,"Parkes (A)"
1030806,140156200,"Parkes (A)"
1030807,140156200,"Parkes (A)"
1030808,140156200,"Parkes (A)"
1030809,140156200,"Parkes (A)"
1030901,140156200,"Parkes (A)"
1030902,140156200,"Parkes (A)"
1030903,140156200,"Parkes (A)"
1030904,140156200,"Parkes (A)"
1030905,140156200,"Parkes (A)"
1030906,140156200,"Parkes (A)"
1030907,140156200,"Parkes (A)"
1030908,140156200,"Parkes (A)"
1030909,140156200,"Parkes (A)"
1030910,140156200,"Parkes (A)"
1030911,140156200,"Parkes (A)"
1031001,140156200,"Parkes (A)"
1031002,140156200,"Parkes (A)"
1031003,140156200,"Parkes (A)"
1031004,140156200,"Parkes (A)"
1031005,140156200,"Parkes (A)"
1031006,140156200,"Parkes (A)"
1031007,140156200,"Parkes (A)"
1031008,140156200,"Parkes (A)"
1031009,140156200,"Parkes (A)"
1031101,140156200,"Parkes (A)"
1031102,140156200,"Parkes (A)"
1031103,140156200,"Parkes (A)"
1031104,140156200,"Parkes (A)"
1031105,140156200,"Parkes (A)"
1031106,140156200,"Parkes (A)"
1031107,140156200,"Parkes (A)"
1031108,140156200,"Parkes (A)"
1031109,140156200,"Parkes (A)"
1031201,135055850,"Narromine (A)"
1031202,135055850,"Narromine (A)"
1031203,135055850,"Narromine (A)"
1031204,135055850,"Narromine (A)"
1031205,135055850,"Narromine (A)"
1031206,135055850,"Narromine (A)"
1031207,135055850,"Narromine (A)"
1031208,135055850,"Narromine (A)"
1031209,135055850,"Narromine (A)"
1031210,135055850,"Narromine (A)"
1031301,135055850,"Narromine (A)"
1031302,135055850,"Narromine (A)"
1031303,135055850,"Narromine (A)"
1031304,135055850,"Narromine (A)"
1031305,135055850,"Narromine (A)"
1031306,135055850,"Narromine (A)"
1031307,135055850,"Narromine (A)"
1031308,135055850,"Narromine (A)"
1031401,135107950,"Warren (A)"
1031402,135107950,"Warren (A)"
1031403,135107950,"Warren (A)"
1031404,135107950,"Warren (A)"
1031405,135107950,"Warren (A)"
1031501,135107950,"Warren (A)"
1031502,135107950,"Warren (A)"
1031503,135107950,"Warren (A)"
1031504,135107950,"Warren (A)"
1031505,135107950,"Warren (A)"
1031506,135107950,"Warren (A)"
1031507,135107950,"Warren (A)"
1031601,135052950,"Gilgandra (A)"
1031602,135052950,"Gilgandra (A)"
1031603,135052950,"Gilgandra (A)"
1031604,135052950,"Gilgandra (A)"
1031605,135052950,"Gilgandra (A)"
1031606,135052950,"Gilgandra (A)"
1031607,135052950,"Gilgandra (A)"
1031608,135052950,"Gilgandra (A)"
1031609,135052950,"Gilgandra (A)"
1031610,135052950,"Gilgandra (A)"
1031611,135052950,"Gilgandra (A)"
1031612,135052950,"Gilgandra (A)"
1031613,135052950,"Gilgandra (A)"
1031614,135052950,"Gilgandra (A)"
1031615,135052950,"Gilgandra (A)"
1031701,135052604,"Dubbo (C) - Pt B"
1031702,135012601,"Dubbo (C) - Pt A"
1031703,135052604,"Dubbo (C) - Pt B"
1031704,135052604,"Dubbo (C) - Pt B"
1031705,135052604,"Dubbo (C) - Pt B"
1031706,135012601,"Dubbo (C) - Pt A"
1031707,135012601,"Dubbo (C) - Pt A"
1031708,135052604,"Dubbo (C) - Pt B"
1031709,135012601,"Dubbo (C) - Pt A"
1031801,135012601,"Dubbo (C) - Pt A"
1031802,135012601,"Dubbo (C) - Pt A"
1031803,135012601,"Dubbo (C) - Pt A"
1031804,135012601,"Dubbo (C) - Pt A"
1031805,135012601,"Dubbo (C) - Pt A"
1031806,135012601,"Dubbo (C) - Pt A"
1031807,135012601,"Dubbo (C) - Pt A"
1031808,135012601,"Dubbo (C) - Pt A"
1031809,135012601,"Dubbo (C) - Pt A"
1031810,135012601,"Dubbo (C) - Pt A"
1031811,135012601,"Dubbo (C) - Pt A"
1031812,135012601,"Dubbo (C) - Pt A"
1031813,135012601,"Dubbo (C) - Pt A"
1031901,135012601,"Dubbo (C) - Pt A"
1031902,135012601,"Dubbo (C) - Pt A"
1031903,135012601,"Dubbo (C) - Pt A"
1031904,135012601,"Dubbo (C) - Pt A"
1031905,135012601,"Dubbo (C) - Pt A"
1031906,135012601,"Dubbo (C) - Pt A"
1031907,135012601,"Dubbo (C) - Pt A"
1031908,135012601,"Dubbo (C) - Pt A"
1031909,135012601,"Dubbo (C) - Pt A"
1031910,135012601,"Dubbo (C) - Pt A"
1031911,135012601,"Dubbo (C) - Pt A"
1031912,135012601,"Dubbo (C) - Pt A"
1032001,135012601,"Dubbo (C) - Pt A"
1032002,135012601,"Dubbo (C) - Pt A"
1032003,135012601,"Dubbo (C) - Pt A"
1032004,135012601,"Dubbo (C) - Pt A"
1032005,135012601,"Dubbo (C) - Pt A"
1032006,135012601,"Dubbo (C) - Pt A"
1032007,135012601,"Dubbo (C) - Pt A"
1032008,135012601,"Dubbo (C) - Pt A"
1032009,135012601,"Dubbo (C) - Pt A"
1032010,135012601,"Dubbo (C) - Pt A"
1032011,135012601,"Dubbo (C) - Pt A"
1032012,135012601,"Dubbo (C) - Pt A"
1032013,135012601,"Dubbo (C) - Pt A"
1032101,135012601,"Dubbo (C) - Pt A"
1032102,135012601,"Dubbo (C) - Pt A"
1032103,135012601,"Dubbo (C) - Pt A"
1032104,135012601,"Dubbo (C) - Pt A"
1032105,135012601,"Dubbo (C) - Pt A"
1032106,135012601,"Dubbo (C) - Pt A"
1032107,135012601,"Dubbo (C) - Pt A"
1032108,135012601,"Dubbo (C) - Pt A"
1032109,135012601,"Dubbo (C) - Pt A"
1032110,135012601,"Dubbo (C) - Pt A"
1032111,135012601,"Dubbo (C) - Pt A"
1032112,135012601,"Dubbo (C) - Pt A"
1032113,135012601,"Dubbo (C) - Pt A"
1032114,135012601,"Dubbo (C) - Pt A"
1032201,135058150,"Wellington (A)"
1032202,135058150,"Wellington (A)"
1032203,135058150,"Wellington (A)"
1032204,135058150,"Wellington (A)"
1032205,135058150,"Wellington (A)"
1032206,135058150,"Wellington (A)"
1032207,135058150,"Wellington (A)"
1032208,135058150,"Wellington (A)"
1032209,135058150,"Wellington (A)"
1032210,135058150,"Wellington (A)"
1032211,135058150,"Wellington (A)"
1032212,135058150,"Wellington (A)"
1032213,135058150,"Wellington (A)"
1032214,135058150,"Wellington (A)"
1032215,135058150,"Wellington (A)"
1032301,135058150,"Wellington (A)"
1032302,135058150,"Wellington (A)"
1032303,135058150,"Wellington (A)"
1032304,135058150,"Wellington (A)"
1032305,135058150,"Wellington (A)"
1032306,135058150,"Wellington (A)"
1032307,135058150,"Wellington (A)"
1032308,135058150,"Wellington (A)"
1032309,135058150,"Wellington (A)"
1032310,135058150,"Wellington (A)"
1032401,135055271,"Mid-Western Regional (A) - Pt A"
1032402,135055271,"Mid-Western Regional (A) - Pt A"
1032403,135055271,"Mid-Western Regional (A) - Pt A"
1032404,135055271,"Mid-Western Regional (A) - Pt A"
1032405,135055271,"Mid-Western Regional (A) - Pt A"
1032406,135055271,"Mid-Western Regional (A) - Pt A"
1032407,135055271,"Mid-Western Regional (A) - Pt A"
1032408,135055271,"Mid-Western Regional (A) - Pt A"
1032409,135055271,"Mid-Western Regional (A) - Pt A"
1032501,135055271,"Mid-Western Regional (A) - Pt A"
1032502,135055271,"Mid-Western Regional (A) - Pt A"
1032503,135055271,"Mid-Western Regional (A) - Pt A"
1032504,135055271,"Mid-Western Regional (A) - Pt A"
1032505,135055271,"Mid-Western Regional (A) - Pt A"
1032506,135055271,"Mid-Western Regional (A) - Pt A"
1032507,135055271,"Mid-Western Regional (A) - Pt A"
1032508,135055271,"Mid-Western Regional (A) - Pt A"
1032509,135055271,"Mid-Western Regional (A) - Pt A"
1032510,135055271,"Mid-Western Regional (A) - Pt A"
1032511,135055271,"Mid-Western Regional (A) - Pt A"
1032512,135055271,"Mid-Western Regional (A) - Pt A"
1032513,135055271,"Mid-Western Regional (A) - Pt A"
1040402,135102150,"Coonamble (A)"
1032514,135055271,"Mid-Western Regional (A) - Pt A"
1032515,135055271,"Mid-Western Regional (A) - Pt A"
1032516,135055271,"Mid-Western Regional (A) - Pt A"
1032601,135055271,"Mid-Western Regional (A) - Pt A"
1032602,135055271,"Mid-Western Regional (A) - Pt A"
1032603,135055271,"Mid-Western Regional (A) - Pt A"
1032604,135055271,"Mid-Western Regional (A) - Pt A"
1032605,135055271,"Mid-Western Regional (A) - Pt A"
1032606,135055271,"Mid-Western Regional (A) - Pt A"
1032607,135055271,"Mid-Western Regional (A) - Pt A"
1032608,135055271,"Mid-Western Regional (A) - Pt A"
1032609,135055271,"Mid-Western Regional (A) - Pt A"
1032701,135012601,"Dubbo (C) - Pt A"
1032702,135052604,"Dubbo (C) - Pt B"
1032703,135012601,"Dubbo (C) - Pt A"
1032704,135052604,"Dubbo (C) - Pt B"
1032705,135012601,"Dubbo (C) - Pt A"
1032706,135052604,"Dubbo (C) - Pt B"
1032707,135052604,"Dubbo (C) - Pt B"
1032708,135052604,"Dubbo (C) - Pt B"
1032709,135052604,"Dubbo (C) - Pt B"
1032710,135012601,"Dubbo (C) - Pt A"
1032711,135012601,"Dubbo (C) - Pt A"
1032801,135055271,"Mid-Western Regional (A) - Pt A"
1032802,135055271,"Mid-Western Regional (A) - Pt A"
1032803,135055271,"Mid-Western Regional (A) - Pt A"
1032804,135055271,"Mid-Western Regional (A) - Pt A"
1032805,135055271,"Mid-Western Regional (A) - Pt A"
1032806,135055271,"Mid-Western Regional (A) - Pt A"
1032807,135055271,"Mid-Western Regional (A) - Pt A"
1032808,135055271,"Mid-Western Regional (A) - Pt A"
1032809,135055271,"Mid-Western Regional (A) - Pt A"
1040101,135107900,"Walgett (A)"
1040102,135107900,"Walgett (A)"
1040103,135107900,"Walgett (A)"
1040104,135107900,"Walgett (A)"
1040201,135107900,"Walgett (A)"
1040202,135107900,"Walgett (A)"
1040203,135107900,"Walgett (A)"
1040204,135107900,"Walgett (A)"
1040205,135107900,"Walgett (A)"
1040206,135107900,"Walgett (A)"
1040207,135107900,"Walgett (A)"
1040301,135107900,"Walgett (A)"
1040302,135107900,"Walgett (A)"
1040303,135107900,"Walgett (A)"
1040304,135107900,"Walgett (A)"
1040305,135107900,"Walgett (A)"
1040306,135107900,"Walgett (A)"
1040307,135107900,"Walgett (A)"
1040308,135107900,"Walgett (A)"
1040309,135107900,"Walgett (A)"
1040401,135102150,"Coonamble (A)"
1040403,135102150,"Coonamble (A)"
1040404,135102150,"Coonamble (A)"
1040405,135102150,"Coonamble (A)"
1040406,135102150,"Coonamble (A)"
1040407,135102150,"Coonamble (A)"
1040501,135102150,"Coonamble (A)"
1040502,135102150,"Coonamble (A)"
1040503,135102150,"Coonamble (A)"
1040504,135102150,"Coonamble (A)"
1040505,135102150,"Coonamble (A)"
1040506,135102150,"Coonamble (A)"
1040601,135058020,"Warrumbungle Shire (A)"
1040602,135058020,"Warrumbungle Shire (A)"
1040603,135058020,"Warrumbungle Shire (A)"
1040604,135058020,"Warrumbungle Shire (A)"
1040605,135058020,"Warrumbungle Shire (A)"
1040606,135058020,"Warrumbungle Shire (A)"
1040607,135058020,"Warrumbungle Shire (A)"
1040701,135058020,"Warrumbungle Shire (A)"
1040702,135058020,"Warrumbungle Shire (A)"
1040703,135058020,"Warrumbungle Shire (A)"
1040704,135058020,"Warrumbungle Shire (A)"
1040705,135058020,"Warrumbungle Shire (A)"
1040706,135058020,"Warrumbungle Shire (A)"
1040707,135058020,"Warrumbungle Shire (A)"
1040708,135058020,"Warrumbungle Shire (A)"
1040801,135058020,"Warrumbungle Shire (A)"
1040802,135058020,"Warrumbungle Shire (A)"
1040803,135058020,"Warrumbungle Shire (A)"
1040804,135058020,"Warrumbungle Shire (A)"
1040805,135058020,"Warrumbungle Shire (A)"
1040806,135058020,"Warrumbungle Shire (A)"
1040807,135058020,"Warrumbungle Shire (A)"
1040808,135058020,"Warrumbungle Shire (A)"
1040809,135058020,"Warrumbungle Shire (A)"
1040810,135058020,"Warrumbungle Shire (A)"
1040811,135058020,"Warrumbungle Shire (A)"
1040901,135058020,"Warrumbungle Shire (A)"
1040902,135058020,"Warrumbungle Shire (A)"
1040903,135058020,"Warrumbungle Shire (A)"
1040904,135058020,"Warrumbungle Shire (A)"
1040905,135058020,"Warrumbungle Shire (A)"
1040906,135058020,"Warrumbungle Shire (A)"
1040907,135058020,"Warrumbungle Shire (A)"
1040908,135058020,"Warrumbungle Shire (A)"
1040909,135058020,"Warrumbungle Shire (A)"
1041001,130205750,"Narrabri (A)"
1041002,130205750,"Narrabri (A)"
1041003,130205750,"Narrabri (A)"
1041004,130205750,"Narrabri (A)"
1041005,130205750,"Narrabri (A)"
1041006,130205750,"Narrabri (A)"
1041007,130205750,"Narrabri (A)"
1041008,130205750,"Narrabri (A)"
1041101,130205750,"Narrabri (A)"
