1,6.309714732061981
2,6.18465843842649
3,6.067330549755798
4,5.958187643906492
5,5.8576872569299905
6,5.777110004145672
7,5.793315113128234
8,5.722761571129799
9,5.662375826453062
10,5.5677643628300215
11,5.482928049865327
12,5.5113519212621505
13,5.460082416960389
14,5.385164807134504
15,5.390964663211956
17,5.273755777432247
16,5.326818938165629
19,5.202163011671203
18,5.232112384114087
21,5.129571132170798
20,5.1599418601375735
23,5.09288719686584
22,5.111262075065218
25,5.080600358225394
24,5.086747487343951
27,5.153882032022076
26,5.086747487343951
29,5.165994579942956
28,5.1599418601375735
30,5.18411033833193
