zoneID,startTime,endTime,dt
1191802,2015-07-01 19:23:55.901,2015-07-01 19:23:56.338,437
1191803,2015-07-01 19:23:56.835,2015-07-01 19:23:57.257,422
1191804,2015-07-01 19:23:57.773,2015-07-01 19:23:57.835,62
1191610,2015-07-01 19:23:58.024,2015-07-01 19:23:58.442,418
1191806,2015-07-01 19:23:59.002,2015-07-01 19:23:59.189,187
1191611,2015-07-01 19:23:59.805,2015-07-01 19:23:59.829,24
1191807,2015-07-01 19:24:00.716,2015-07-01 19:24:00.722,6
1191612,2015-07-01 19:24:01.178,2015-07-01 19:24:01.296,118
1191808,2015-07-01 19:24:01.463,2015-07-01 19:24:01.486,23
1191809,2015-07-01 19:24:01.874,2015-07-01 19:24:01.887,13
1191603,2015-07-01 19:24:02.378,2015-07-01 19:24:02.489,111
1182306,2015-07-01 19:24:02.571,2015-07-01 19:24:02.604,33
1191602,2015-07-01 19:24:02.879,2015-07-01 19:24:02.91,31
1182305,2015-07-01 19:24:03.019,2015-07-01 19:24:03.05,31
1191605,2015-07-01 19:24:03.207,2015-07-01 19:24:03.207,0
1182304,2015-07-01 19:24:03.42,2015-07-01 19:24:03.452,32
1191604,2015-07-01 19:24:03.906,2015-07-01 19:24:03.949,43
1191607,2015-07-01 19:24:04.074,2015-07-01 19:24:04.105,31
1182302,2015-07-01 19:24:04.43,2015-07-01 19:24:04.477,47
1191606,2015-07-01 19:24:04.555,2015-07-01 19:24:04.586,31
1182301,2015-07-01 19:24:04.68,2015-07-01 19:24:04.852,172
1191810,2015-07-01 19:24:04.93,2015-07-01 19:24:04.961,31
1191609,2015-07-01 19:24:05.54,2015-07-01 19:24:06.043,503
1191608,2015-07-01 19:24:06.215,2015-07-01 19:24:06.386,171
1191601,2015-07-01 19:24:06.887,2015-07-01 19:24:07.217,330
1180907,2015-07-01 19:24:07.718,2015-07-01 19:24:08.217,499
1180908,2015-07-01 19:24:08.342,2015-07-01 19:24:08.358,16
1180909,2015-07-01 19:24:08.514,2015-07-01 19:24:08.545,31
1180903,2015-07-01 19:24:08.624,2015-07-01 19:24:08.64,16
1180904,2015-07-01 19:24:08.905,2015-07-01 19:24:08.998,93
1180905,2015-07-01 19:24:09.074,2015-07-01 19:24:09.101,27
1180906,2015-07-01 19:24:09.18,2015-07-01 19:24:09.196,16
1180901,2015-07-01 19:24:09.4,2015-07-01 19:24:09.447,47
1180902,2015-07-01 19:24:09.558,2015-07-01 19:24:09.573,15
1181510,2015-07-01 19:24:09.823,2015-07-01 19:24:09.87,47
1181513,2015-07-01 19:24:10.026,2015-07-01 19:24:10.088,62
1181511,2015-07-01 19:24:10.531,2015-07-01 19:24:10.565,34
1181512,2015-07-01 19:24:10.884,2015-07-01 19:24:10.9,16
1181507,2015-07-01 19:24:10.962,2015-07-01 19:24:10.962,0
1181506,2015-07-01 19:24:11.119,2015-07-01 19:24:11.54,421
1181505,2015-07-01 19:24:12.074,2015-07-01 19:24:12.246,172
1181504,2015-07-01 19:24:12.308,2015-07-01 19:24:12.386,78
1181509,2015-07-01 19:24:12.476,2015-07-01 19:24:12.566,90
1181508,2015-07-01 19:24:12.695,2015-07-01 19:24:12.758,63
1181501,2015-07-01 19:24:12.836,2015-07-01 19:24:12.836,0
1181502,2015-07-01 19:24:12.976,2015-07-01 19:24:13.023,47
1181503,2015-07-01 19:24:13.085,2015-07-01 19:24:13.086,1
1181401,2015-07-01 19:24:13.2,2015-07-01 19:24:13.504,304
1181403,2015-07-01 19:24:13.597,2015-07-01 19:24:14.112,515
1181404,2015-07-01 19:24:14.222,2015-07-01 19:24:14.237,15
1191714,2015-07-01 19:24:14.316,2015-07-01 19:24:14.457,141
1191712,2015-07-01 19:24:15.441,2015-07-01 19:24:15.705,264
1191713,2015-07-01 19:24:16.498,2015-07-01 19:24:16.542,44
1190708,2015-07-01 19:24:16.647,2015-07-01 19:24:16.746,99
1190709,2015-07-01 19:24:17.636,2015-07-01 19:24:17.652,16
1191711,2015-07-01 19:24:17.762,2015-07-01 19:24:17.778,16
1191710,2015-07-01 19:24:18.814,2015-07-01 19:24:18.846,32
1190701,2015-07-01 19:24:19.064,2015-07-01 19:24:19.142,78
1190702,2015-07-01 19:24:19.503,2015-07-01 19:24:19.582,79
1190703,2015-07-01 19:24:20.299,2015-07-01 19:24:20.377,78
1190704,2015-07-01 19:24:20.737,2015-07-01 19:24:20.784,47
1190705,2015-07-01 19:24:21.268,2015-07-01 19:24:21.283,15
1190706,2015-07-01 19:24:21.439,2015-07-01 19:24:21.47,31
1190707,2015-07-01 19:24:21.752,2015-07-01 19:24:21.815,63
1191709,2015-07-01 19:24:21.986,2015-07-01 19:24:22.158,172
1190710,2015-07-01 19:24:22.595,2015-07-01 19:24:22.61,15
1191705,2015-07-01 19:24:22.799,2015-07-01 19:24:22.848,49
1191706,2015-07-01 19:24:23.231,2015-07-01 19:24:23.233,2
1191707,2015-07-01 19:24:23.629,2015-07-01 19:24:23.66,31
1191708,2015-07-01 19:24:23.785,2015-07-01 19:24:23.848,63
1191701,2015-07-01 19:24:25.018,2015-07-01 19:24:25.143,125
1180912,2015-07-01 19:24:25.33,2015-07-01 19:24:25.615,285
1191702,2015-07-01 19:24:25.772,2015-07-01 19:24:25.794,22
1191703,2015-07-01 19:24:26.17,2015-07-01 19:24:26.185,15
1180910,2015-07-01 19:24:27.056,2015-07-01 19:24:27.163,107
1191704,2015-07-01 19:24:27.263,2015-07-01 19:24:27.321,58
1180911,2015-07-01 19:24:27.604,2015-07-01 19:24:27.652,48
1181001,2015-07-01 19:24:27.827,2015-07-01 19:24:27.844,17
1180812,2015-07-01 19:24:28.227,2015-07-01 19:24:28.767,540
1190511,2015-07-01 19:24:28.829,2015-07-01 19:24:29.039,210
1181002,2015-07-01 19:24:29.334,2015-07-01 19:24:29.366,32
1180811,2015-07-01 19:24:29.678,2015-07-01 19:24:29.693,15
1190512,2015-07-01 19:24:30.114,2015-07-01 19:24:30.13,16
1181003,2015-07-01 19:24:30.647,2015-07-01 19:24:30.694,47
1180814,2015-07-01 19:24:30.818,2015-07-01 19:24:30.834,16
1190308,2015-07-01 19:24:30.928,2015-07-01 19:24:31.068,140
1181004,2015-07-01 19:24:31.241,2015-07-01 19:24:31.287,46
1180813,2015-07-01 19:24:31.365,2015-07-01 19:24:31.397,32
