1,4.444097208657794
2,4.235268586524354
3,4.031128874149275
4,3.832427429188973
5,3.640054944640259
6,3.4550687402713134
7,3.278719262151
8,3.112474899497183
9,2.958039891549808
10,2.817356917396161
11,2.692582403567252
12,2.5860201081971503
13,2.57390753524675
14,2.48746859276655
15,2.4748737341529163
17,2.3979157616563596
16,2.462214450449026
19,2.345207879911715
18,2.358495283014151
21,2.3717082451262845
20,2.358495283014151
23,2.449489742783178
22,2.4109126902482387
25,2.57390753524675
24,2.5124689052802225
26,2.6575364531836625
