ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,113,-1,-1,-1,-1,-1,-1
_15_24,3,3,-1,69,26,3,0,0,-1
_25_34,20,4,-1,-1,8,0,0,0,-1
_35_44,62,7,-1,-1,0,0,0,0,-1
_45_54,101,10,-1,-1,0,0,0,3,-1
_55_64,43,6,-1,-1,0,0,0,4,-1
_65_74,10,0,-1,-1,0,0,0,3,-1
_75_84,6,0,-1,-1,0,0,0,4,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
