ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,89,-1,-1,-1,-1,-1,-1
_15_24,20,6,-1,11,7,3,0,0,-1
_25_34,92,11,-1,-1,4,3,3,17,-1
_35_44,41,14,-1,-1,0,0,3,7,-1
_45_54,18,6,-1,-1,3,3,0,6,-1
_55_64,6,4,-1,-1,0,3,3,17,-1
_65_74,7,5,-1,-1,0,0,0,20,-1
_75_84,6,3,-1,-1,0,0,0,34,-1
_85_99,6,3,-1,-1,0,0,0,21,-1
