ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,88,-1,-1,-1,-1,-1,-1
_15_24,8,3,-1,30,14,0,0,0,-1
_25_34,41,11,-1,-1,6,0,0,5,-1
_35_44,30,11,-1,-1,0,3,3,5,-1
_45_54,34,8,-1,-1,4,0,0,3,-1
_55_64,18,5,-1,-1,0,0,0,8,-1
_65_74,11,3,-1,-1,0,0,0,4,-1
_75_84,4,3,-1,-1,0,5,0,9,-1
_85_99,0,3,-1,-1,0,0,0,3,-1
