ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,82,-1,-1,-1,-1,-1,-1
_15_24,6,0,-1,24,30,0,0,0,-1
_25_34,30,0,-1,-1,8,0,3,0,-1
_35_44,58,3,-1,-1,0,0,0,0,-1
_45_54,66,5,-1,-1,0,0,0,3,-1
_55_64,20,4,-1,-1,0,3,0,0,-1
_65_74,14,0,-1,-1,0,4,0,3,-1
_75_84,4,0,-1,-1,0,3,0,4,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
