ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,64,-1,-1,-1,-1,-1,-1
_15_24,5,5,-1,9,17,0,0,0,-1
_25_34,15,6,-1,-1,3,0,3,7,-1
_35_44,28,14,-1,-1,3,0,0,4,-1
_45_54,31,11,-1,-1,0,0,0,5,-1
_55_64,27,4,-1,-1,3,0,0,13,-1
_65_74,15,3,-1,-1,0,3,0,15,-1
_75_84,10,0,-1,-1,0,0,0,9,-1
_85_99,0,0,-1,-1,0,0,0,3,-1
