ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,114,-1,-1,-1,-1,-1,-1
_15_24,6,6,-1,36,20,13,6,5,-1
_25_34,63,9,-1,-1,11,3,12,17,-1
_35_44,71,22,-1,-1,0,10,5,3,-1
_45_54,50,14,-1,-1,0,4,4,5,-1
_55_64,48,8,-1,-1,0,0,0,8,-1
_65_74,19,6,-1,-1,0,3,0,6,-1
_75_84,5,0,-1,-1,0,3,0,7,-1
_85_99,4,0,-1,-1,0,0,0,0,-1
