ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,66,-1,-1,-1,-1,-1,-1
_15_24,3,5,-1,16,17,9,0,0,-1
_25_34,25,3,-1,-1,3,0,0,3,-1
_35_44,25,12,-1,-1,0,0,0,3,-1
_45_54,30,6,-1,-1,3,4,0,3,-1
_55_64,14,3,-1,-1,0,3,0,3,-1
_65_74,13,6,-1,-1,0,3,0,10,-1
_75_84,6,3,-1,-1,0,0,0,17,-1
_85_99,4,0,-1,-1,0,0,0,4,-1
