ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,68,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,29,8,0,3,3,-1
_25_34,17,0,-1,-1,3,0,3,3,-1
_35_44,49,0,-1,-1,0,3,0,0,-1
_45_54,53,6,-1,-1,0,0,0,0,-1
_55_64,32,5,-1,-1,0,0,3,6,-1
_65_74,14,0,-1,-1,0,0,0,4,-1
_75_84,4,0,-1,-1,0,4,0,4,-1
_85_99,6,0,-1,-1,0,0,0,4,-1
