ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,54,-1,-1,-1,-1,-1,-1
_15_24,0,8,-1,14,10,0,0,0,-1
_25_34,28,8,-1,-1,3,0,0,3,-1
_35_44,37,3,-1,-1,0,0,0,6,-1
_45_54,24,3,-1,-1,0,0,3,8,-1
_55_64,26,0,-1,-1,0,3,3,7,-1
_65_74,5,3,-1,-1,0,0,4,6,-1
_75_84,0,0,-1,-1,0,4,0,0,-1
_85_99,0,0,-1,-1,0,3,0,0,-1
