ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,125,-1,-1,-1,-1,-1,-1
_15_24,15,0,-1,38,16,6,0,0,-1
_25_34,91,4,-1,-1,8,7,5,0,-1
_35_44,61,13,-1,-1,0,4,0,0,-1
_45_54,60,6,-1,-1,0,0,0,0,-1
_55_64,16,0,-1,-1,0,6,0,0,-1
_65_74,3,0,-1,-1,0,3,0,0,-1
_75_84,0,0,-1,-1,0,0,0,0,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
