ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,44,-1,-1,-1,-1,-1,-1
_15_24,7,0,-1,13,9,0,3,4,-1
_25_34,44,0,-1,-1,0,4,11,8,-1
_35_44,19,6,-1,-1,0,3,0,8,-1
_45_54,15,6,-1,-1,0,0,0,6,-1
_55_64,6,3,-1,-1,0,0,3,5,-1
_65_74,4,0,-1,-1,0,0,0,10,-1
_75_84,0,0,-1,-1,0,0,0,4,-1
_85_99,0,0,-1,-1,0,3,0,0,-1
