ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,48,-1,-1,-1,-1,-1,-1
_15_24,11,4,-1,13,13,6,0,0,-1
_25_34,21,9,-1,-1,5,6,4,0,-1
_35_44,31,5,-1,-1,0,3,0,0,-1
_45_54,23,3,-1,-1,3,0,0,7,-1
_55_64,34,4,-1,-1,0,0,0,6,-1
_65_74,16,3,-1,-1,0,3,0,3,-1
_75_84,8,3,-1,-1,0,3,0,10,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
