ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,133,-1,-1,-1,-1,-1,-1
_15_24,6,4,-1,35,12,0,3,3,-1
_25_34,38,6,-1,-1,6,0,0,0,-1
_35_44,80,8,-1,-1,0,0,0,0,-1
_45_54,75,11,-1,-1,0,3,0,3,-1
_55_64,42,3,-1,-1,0,0,3,10,-1
_65_74,26,0,-1,-1,0,0,0,7,-1
_75_84,10,0,-1,-1,0,6,0,7,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
