ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,133,-1,-1,-1,-1,-1,-1
_15_24,3,0,-1,72,41,7,0,3,-1
_25_34,36,5,-1,-1,11,0,0,0,-1
_35_44,86,8,-1,-1,0,0,0,0,-1
_45_54,129,12,-1,-1,0,3,0,3,-1
_55_64,44,6,-1,-1,0,0,0,3,-1
_65_74,12,0,-1,-1,0,3,3,0,-1
_75_84,4,0,-1,-1,0,0,0,3,-1
_85_99,0,0,-1,-1,0,0,0,0,-1
