ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,121,-1,-1,-1,-1,-1,-1
_15_24,3,0,-1,42,28,6,0,0,-1
_25_34,24,20,-1,-1,12,3,0,3,-1
_35_44,34,26,-1,-1,3,0,0,3,-1
_45_54,41,25,-1,-1,0,3,0,6,-1
_55_64,22,15,-1,-1,0,3,0,14,-1
_65_74,14,6,-1,-1,0,3,0,11,-1
_75_84,0,0,-1,-1,0,0,0,3,-1
_85_99,0,4,-1,-1,0,0,0,0,-1
