ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,68,-1,-1,-1,-1,-1,-1
_15_24,0,0,-1,28,11,6,0,3,-1
_25_34,32,4,-1,-1,10,3,0,0,-1
_35_44,49,3,-1,-1,3,0,0,0,-1
_45_54,46,10,-1,-1,0,0,0,4,-1
_55_64,38,6,-1,-1,0,0,0,3,-1
_65_74,13,0,-1,-1,0,3,0,3,-1
_75_84,6,3,-1,-1,0,0,0,3,-1
_85_99,0,3,-1,-1,0,0,0,0,-1
