ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,38,-1,-1,-1,-1,-1,-1
_15_24,6,0,-1,13,12,6,14,0,-1
_25_34,28,3,-1,-1,5,3,3,3,-1
_35_44,31,5,-1,-1,3,0,0,4,-1
_45_54,15,0,-1,-1,3,3,0,4,-1
_55_64,25,0,-1,-1,3,3,0,5,-1
_65_74,15,5,-1,-1,0,0,0,4,-1
_75_84,5,0,-1,-1,0,3,0,12,-1
_85_99,3,3,-1,-1,0,3,0,5,-1
