ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,89,-1,-1,-1,-1,-1,-1
_15_24,11,0,-1,23,15,9,0,0,-1
_25_34,39,9,-1,-1,13,3,3,0,-1
_35_44,40,9,-1,-1,0,3,4,3,-1
_45_54,47,12,-1,-1,3,0,0,0,-1
_55_64,39,5,-1,-1,0,0,4,12,-1
_65_74,20,3,-1,-1,0,0,0,3,-1
_75_84,4,0,-1,-1,0,3,0,6,-1
_85_99,3,0,-1,-1,0,0,0,4,-1
