ageBandIndex,Married,LoneParent,U15Child,Student,O15Child,Relative,GroupHhold,LonePerson,Unknown
_0_14,-1,-1,144,-1,-1,-1,-1,-1,-1
_15_24,12,3,-1,40,22,0,0,0,-1
_25_34,41,6,-1,-1,13,6,3,0,-1
_35_44,50,11,-1,-1,5,0,0,5,-1
_45_54,45,7,-1,-1,0,0,0,0,-1
_55_64,25,0,-1,-1,0,0,0,5,-1
_65_74,19,5,-1,-1,0,5,0,16,-1
_75_84,11,3,-1,-1,0,6,0,22,-1
_85_99,5,0,-1,-1,0,0,0,6,-1
