zoneName,NF_ABS,NF_SP,HF1_ABS,HF1_SP,HF2_ABS,HF2_SP,HF3_ABS,HF3_SP,HF4_ABS,HF4_SP,HF5_ABS,HF5_SP,HF6_ABS,HF6_SP,HF7_ABS,HF7_SP,HF8_ABS,HF8_SP,HF9_ABS,HF9_SP,HF10_ABS,HF10_SP,HF11_ABS,HF11_SP,HF12_ABS,HF12_SP,HF13_ABS,HF13_SP,HF14_ABS,HF14_SP,HF15_ABS,HF15_SP,HF16_ABS,HF16_SP,Unknown_ABS,Unknown_SP
1182502,0.22413793103448276,0.19298245614035087,0.29310344827586204,0.29239766081871343,0.028735632183908046,0.06432748538011696,0.034482758620689655,0.03508771929824561,0.022988505747126436,0.0,0.14942528735632185,0.15204678362573099,0.0,0.0,0.028735632183908046,0.04093567251461988,0.06321839080459771,0.04678362573099415,0.0,0.0,0.0,0.0,0.0,0.023391812865497075,0.08620689655172414,0.08187134502923976,0.0,0.0,0.022988505747126436,0.03508771929824561,0.028735632183908046,0.03508771929824561,0.017241379310344827,0.0,0.0,0.0
1180406,0.031746031746031744,0.0374331550802139,0.20634920634920634,0.21390374331550802,0.047619047619047616,0.0,0.021164021164021163,0.0427807486631016,0.05291005291005291,0.058823529411764705,0.2857142857142857,0.28342245989304815,0.037037037037037035,0.0,0.0,0.0,0.1111111111111111,0.15508021390374332,0.0,0.0,0.026455026455026454,0.03208556149732621,0.015873015873015872,0.0,0.10582010582010581,0.10160427807486631,0.0,0.03208556149732621,0.0,0.0,0.042328042328042326,0.0427807486631016,0.015873015873015872,0.0,0.0,0.0
1180211,0.06417112299465241,0.06382978723404255,0.2192513368983957,0.22074468085106383,0.013368983957219251,0.0,0.06684491978609626,0.06914893617021277,0.026737967914438502,0.026595744680851064,0.33689839572192515,0.3351063829787234,0.013368983957219251,0.018617021276595744,0.0481283422459893,0.05053191489361702,0.08288770053475936,0.08244680851063829,0.0,0.0,0.0106951871657754,0.015957446808510637,0.0,0.010638297872340425,0.0748663101604278,0.07180851063829788,0.0213903743315508,0.0,0.0,0.007978723404255319,0.0213903743315508,0.026595744680851064,0.0,0.0,0.0,0.0
1182503,0.17857142857142858,0.17727272727272728,0.2857142857142857,0.2909090909090909,0.0,0.0,0.04017857142857143,0.04090909090909091,0.044642857142857144,0.045454545454545456,0.15625,0.15454545454545454,0.013392857142857142,0.0,0.013392857142857142,0.0,0.026785714285714284,0.03636363636363636,0.0,0.0,0.013392857142857142,0.022727272727272728,0.044642857142857144,0.045454545454545456,0.10267857142857142,0.10454545454545454,0.0,0.0,0.026785714285714284,0.031818181818181815,0.05357142857142857,0.05,0.0,0.0,0.0,0.0
1182504,0.16906474820143885,0.15916955017301038,0.30935251798561153,0.2975778546712803,0.025179856115107913,0.02768166089965398,0.05755395683453238,0.04498269896193772,0.025179856115107913,0.04152249134948097,0.1474820143884892,0.13494809688581316,0.02158273381294964,0.031141868512110725,0.02158273381294964,0.02768166089965398,0.046762589928057555,0.03460207612456748,0.01079136690647482,0.031141868512110725,0.01079136690647482,0.020761245674740483,0.0,0.0,0.11510791366906475,0.10380622837370242,0.0,0.0,0.025179856115107913,0.020761245674740483,0.014388489208633094,0.02422145328719723,0.0,0.0,0.0,0.0
1180305,0.09285714285714286,0.08208955223880597,0.25,0.26119402985074625,0.0,0.0,0.12142857142857143,0.11940298507462686,0.0,0.0,0.2642857142857143,0.2537313432835821,0.10714285714285714,0.11194029850746269,0.08571428571428572,0.08208955223880597,0.05,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.04477611940298507,0.0,0.0
1180110,0.02564102564102564,0.025380710659898477,0.18205128205128204,0.17258883248730963,0.0,0.0,0.1282051282051282,0.13451776649746192,0.035897435897435895,0.04314720812182741,0.3128205128205128,0.3197969543147208,0.06923076923076923,0.08121827411167512,0.08205128205128205,0.07106598984771574,0.08461538461538462,0.08121827411167512,0.0,0.0,0.0,0.0,0.0,0.0,0.028205128205128206,0.03807106598984772,0.0,0.0,0.03076923076923077,0.017766497461928935,0.020512820512820513,0.015228426395939087,0.0,0.0,0.0,0.0
1180306,0.13636363636363635,0.13076923076923078,0.24242424242424243,0.2230769230769231,0.0,0.0,0.06060606060606061,0.07692307692307693,0.05303030303030303,0.046153846153846156,0.20454545454545456,0.19230769230769232,0.030303030303030304,0.046153846153846156,0.12878787878787878,0.12307692307692308,0.08333333333333333,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.03787878787878788,0.06153846153846154,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.0
1180307,0.1836734693877551,0.20422535211267606,0.2857142857142857,0.2746478873239437,0.0,0.0,0.047619047619047616,0.0,0.02040816326530612,0.0,0.1360544217687075,0.19014084507042253,0.034013605442176874,0.0,0.05442176870748299,0.07042253521126761,0.08163265306122448,0.07746478873239436,0.0,0.0,0.0,0.0,0.0,0.0,0.07482993197278912,0.09859154929577464,0.0,0.0,0.0,0.0,0.047619047619047616,0.08450704225352113,0.034013605442176874,0.0,0.0,0.0
1180308,0.1111111111111111,0.10849056603773585,0.16666666666666666,0.14622641509433962,0.013888888888888888,0.04716981132075472,0.10185185185185185,0.10849056603773585,0.018518518518518517,0.0,0.2962962962962963,0.28773584905660377,0.0,0.0,0.08333333333333333,0.08962264150943396,0.09722222222222222,0.09433962264150944,0.013888888888888888,0.0,0.027777777777777776,0.07547169811320754,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.04245283018867924,0.0,0.0,0.0,0.0
1180309,0.1303030303030303,0.12424242424242424,0.14545454545454545,0.15151515151515152,0.03939393939393939,0.03939393939393939,0.1393939393939394,0.13636363636363635,0.02727272727272727,0.030303030303030304,0.2878787878787879,0.2787878787878788,0.03636363636363636,0.03939393939393939,0.03636363636363636,0.03636363636363636,0.06060606060606061,0.06666666666666667,0.0,0.0,0.021212121212121213,0.03333333333333333,0.0,0.0,0.04242424242424243,0.03333333333333333,0.0,0.0,0.0,0.00909090909090909,0.024242424242424242,0.021212121212121213,0.00909090909090909,0.0,0.0,0.0
1180612,0.4144736842105263,0.4339622641509434,0.20394736842105263,0.20125786163522014,0.0,0.0,0.046052631578947366,0.0440251572327044,0.039473684210526314,0.06289308176100629,0.09868421052631579,0.09433962264150944,0.0,0.0,0.0,0.0,0.046052631578947366,0.05660377358490566,0.0,0.0,0.0,0.0,0.019736842105263157,0.0,0.046052631578947366,0.050314465408805034,0.0,0.0,0.0,0.0,0.05921052631578947,0.05660377358490566,0.02631578947368421,0.0,0.0,0.0
1180807,0.1896551724137931,0.2032520325203252,0.3103448275862069,0.2926829268292683,0.0,0.0,0.02586206896551724,0.0,0.06896551724137931,0.0,0.21551724137931033,0.1951219512195122,0.0,0.0,0.0,0.0,0.0,0.08130081300813008,0.0,0.0,0.0,0.0,0.02586206896551724,0.0,0.1206896551724138,0.13008130081300814,0.0,0.0,0.0,0.0,0.04310344827586207,0.032520325203252036,0.0,0.06504065040650407,0.0,0.0
1180611,0.09538461538461539,0.08841463414634146,0.19692307692307692,0.20121951219512196,0.012307692307692308,0.036585365853658534,0.08307692307692308,0.07621951219512195,0.027692307692307693,0.018292682926829267,0.3169230769230769,0.31402439024390244,0.024615384615384615,0.027439024390243903,0.018461538461538463,0.018292682926829267,0.043076923076923075,0.027439024390243903,0.0,0.0,0.027692307692307693,0.027439024390243903,0.015384615384615385,0.0,0.09846153846153846,0.08841463414634146,0.0,0.0,0.015384615384615385,0.03353658536585366,0.024615384615384615,0.024390243902439025,0.0,0.018292682926829267,0.0,0.0
1180806,0.2727272727272727,0.27044025157232704,0.44242424242424244,0.4276729559748428,0.0,0.0,0.01818181818181818,0.0440251572327044,0.01818181818181818,0.0,0.15757575757575756,0.15723270440251572,0.0,0.0,0.0,0.0,0.024242424242424242,0.0440251572327044,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.05660377358490566,0.01818181818181818,0.0,0.0,0.0
1180610,0.05904059040590406,0.07194244604316546,0.2066420664206642,0.2014388489208633,0.0,0.0,0.04428044280442804,0.04316546762589928,0.04059040590405904,0.04316546762589928,0.4132841328413284,0.3920863309352518,0.01107011070110701,0.0,0.05166051660516605,0.05755395683453238,0.04428044280442804,0.0539568345323741,0.0,0.0,0.01845018450184502,0.025179856115107913,0.0,0.0,0.07011070110701106,0.06115107913669065,0.01107011070110701,0.0,0.01107011070110701,0.014388489208633094,0.01845018450184502,0.014388489208633094,0.0,0.02158273381294964,0.0,0.0
1180805,0.192,0.18548387096774194,0.396,0.39919354838709675,0.012,0.0,0.072,0.07661290322580645,0.0,0.0,0.192,0.20161290322580644,0.0,0.0,0.0,0.0,0.06,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.07258064516129033,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0
1180709,0.1407185628742515,0.13595166163141995,0.2125748502994012,0.22054380664652568,0.008982035928143712,0.01812688821752266,0.06287425149700598,0.0634441087613293,0.03592814371257485,0.03927492447129909,0.218562874251497,0.22054380664652568,0.011976047904191617,0.0,0.008982035928143712,0.012084592145015106,0.05089820359281437,0.03625377643504532,0.011976047904191617,0.03625377643504532,0.014970059880239521,0.0,0.017964071856287425,0.02416918429003021,0.15568862275449102,0.15709969788519637,0.0,0.0,0.0,0.0,0.038922155688622756,0.027190332326283987,0.008982035928143712,0.00906344410876133,0.0,0.0
1180804,0.047619047619047616,0.047619047619047616,0.2619047619047619,0.2619047619047619,0.031746031746031744,0.0,0.07936507936507936,0.1349206349206349,0.0873015873015873,0.09523809523809523,0.2619047619047619,0.2619047619047619,0.03968253968253968,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.07142857142857142,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0
1180304,0.06349206349206349,0.06956521739130435,0.3253968253968254,0.3565217391304348,0.031746031746031744,0.0,0.0873015873015873,0.0,0.031746031746031744,0.0,0.18253968253968253,0.26956521739130435,0.0,0.0,0.05555555555555555,0.0,0.10317460317460317,0.1391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.05217391304347826,0.0,0.0,0.0,0.0,0.0873015873015873,0.11304347826086956,0.0,0.0,0.0,0.0
1180803,0.17233009708737865,0.16985645933014354,0.3058252427184466,0.3133971291866029,0.014563106796116505,0.0,0.02912621359223301,0.028708133971291867,0.01699029126213592,0.019138755980861243,0.2087378640776699,0.21052631578947367,0.024271844660194174,0.028708133971291867,0.02669902912621359,0.019138755980861243,0.021844660194174758,0.02631578947368421,0.009708737864077669,0.0,0.02912621359223301,0.028708133971291867,0.0,0.0,0.08009708737864078,0.07894736842105263,0.012135922330097087,0.0215311004784689,0.021844660194174758,0.01674641148325359,0.01699029126213592,0.01674641148325359,0.009708737864077669,0.0215311004784689,0.0,0.0
1181110,0.05714285714285714,0.04225352112676056,0.39285714285714285,0.3873239436619718,0.0,0.0,0.04285714285714286,0.04225352112676056,0.0,0.04929577464788732,0.2714285714285714,0.2676056338028169,0.0,0.0,0.08571428571428572,0.07746478873239436,0.08571428571428572,0.08450704225352113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.03571428571428571,0.0,0.02857142857142857,0.035211267605633804,0.0,0.0,0.0,0.0
1180303,0.07209302325581396,0.08101851851851852,0.21627906976744185,0.2199074074074074,0.0,0.0,0.1,0.09259259259259259,0.01627906976744186,0.013888888888888888,0.27906976744186046,0.2708333333333333,0.02558139534883721,0.020833333333333332,0.06279069767441861,0.05787037037037037,0.08372093023255814,0.0787037037037037,0.009302325581395349,0.02546296296296296,0.046511627906976744,0.04398148148148148,0.0,0.011574074074074073,0.05116279069767442,0.046296296296296294,0.009302325581395349,0.0,0.0,0.0,0.01627906976744186,0.020833333333333332,0.011627906976744186,0.016203703703703703,0.0,0.0
1180802,0.08021390374331551,0.10714285714285714,0.3689839572192513,0.3520408163265306,0.0,0.0,0.06417112299465241,0.07653061224489796,0.03208556149732621,0.0,0.1711229946524064,0.17857142857142858,0.0427807486631016,0.05102040816326531,0.026737967914438502,0.03571428571428571,0.10695187165775401,0.11734693877551021,0.0,0.0,0.0,0.0,0.0,0.0,0.06417112299465241,0.07142857142857142,0.0213903743315508,0.0,0.0,0.0,0.0,0.01020408163265306,0.0213903743315508,0.0,0.0,0.0
1180302,0.07932692307692307,0.0892018779342723,0.18269230769230768,0.1807511737089202,0.036057692307692304,0.03755868544600939,0.13221153846153846,0.13145539906103287,0.036057692307692304,0.03755868544600939,0.28846153846153844,0.2863849765258216,0.026442307692307692,0.03990610328638498,0.036057692307692304,0.03755868544600939,0.0673076923076923,0.06807511737089202,0.0,0.0,0.0,0.0,0.021634615384615384,0.0,0.06009615384615385,0.06103286384976526,0.0,0.0,0.016826923076923076,0.018779342723004695,0.009615384615384616,0.011737089201877934,0.007211538461538462,0.0,0.0,0.0
1180801,0.054187192118226604,0.05045871559633028,0.32019704433497537,0.3348623853211009,0.024630541871921183,0.0,0.08374384236453201,0.10550458715596331,0.029556650246305417,0.0,0.2660098522167488,0.2798165137614679,0.03940886699507389,0.0,0.04433497536945813,0.06880733944954129,0.06403940886699508,0.10550458715596331,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.05504587155963303,0.0,0.0,0.0,0.0,0.03940886699507389,0.0,0.0,0.0,0.0,0.0
1180301,0.10714285714285714,0.06382978723404255,0.2653061224489796,0.2712765957446808,0.04591836734693878,0.0,0.07653061224489796,0.09042553191489362,0.02040816326530612,0.047872340425531915,0.23469387755102042,0.24468085106382978,0.05612244897959184,0.0851063829787234,0.03571428571428571,0.031914893617021274,0.11224489795918367,0.14361702127659576,0.0,0.0,0.015306122448979591,0.0,0.0,0.0,0.015306122448979591,0.02127659574468085,0.0,0.0,0.015306122448979591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180403,0.22857142857142856,0.24444444444444444,0.29285714285714287,0.25925925925925924,0.0,0.0,0.06428571428571428,0.08148148148148149,0.02142857142857143,0.0,0.1357142857142857,0.13333333333333333,0.0,0.0,0.0,0.0,0.05714285714285714,0.022222222222222223,0.03571428571428571,0.05925925925925926,0.06428571428571428,0.05185185185185185,0.0,0.0,0.05,0.044444444444444446,0.02142857142857143,0.08148148148148149,0.0,0.0,0.02857142857142857,0.0,0.0,0.022222222222222223,0.0,0.0
