zoneName,MarriedABS,MarriedSP,LoneParentABS,LoneParentSP,U15ChildABS,U15ChildSP,StudentABS,StudentSP,O15ChildABS,O15ChildSP,RelativeABS,RelativeSP,GroupHholdMembersABS,GroupHholdMembersSP,LonePersonABS,LonePersonSP,UnknownABS,UnknownSP
1190713,0.4340836012861736,0.432258064516129,0.0932475884244373,0.08709677419354839,0.18006430868167203,0.18064516129032257,0.02572347266881029,0.025806451612903226,0.04501607717041801,0.04516129032258064,0.02572347266881029,0.025806451612903226,0.01929260450160772,0.01935483870967742,0.17684887459807075,0.18387096774193548,0.0,0.0
1193002,0.5391304347826087,0.5175438596491229,0.06086956521739131,0.07894736842105263,0.14782608695652175,0.14912280701754385,0.08695652173913043,0.08771929824561403,0.10434782608695652,0.10526315789473684,0.0,0.0,0.034782608695652174,0.03508771929824561,0.02608695652173913,0.02631578947368421,0.0,0.0
1192813,0.5514705882352942,0.5362318840579711,0.022058823529411766,0.021739130434782608,0.29411764705882354,0.2898550724637681,0.0661764705882353,0.06521739130434782,0.0,0.0,0.022058823529411766,0.021739130434782608,0.0,0.0,0.04411764705882353,0.06521739130434782,0.0,0.0
1190714,0.48214285714285715,0.44642857142857145,0.0625,0.13392857142857142,0.20535714285714285,0.20535714285714285,0.026785714285714284,0.0,0.05357142857142857,0.05357142857142857,0.0625,0.07142857142857142,0.0,0.0,0.10714285714285714,0.08928571428571429,0.0,0.0
1193009,0.46601941747572817,0.46265060240963857,0.055825242718446605,0.05542168674698795,0.27427184466019416,0.27228915662650605,0.055825242718446605,0.05542168674698795,0.050970873786407765,0.05060240963855422,0.014563106796116505,0.014457831325301205,0.014563106796116505,0.01927710843373494,0.06796116504854369,0.06987951807228916,0.0,0.0
1192818,0.4739776951672863,0.4696132596685083,0.07992565055762081,0.08839779005524862,0.275092936802974,0.27255985267034993,0.03903345724907063,0.03867403314917127,0.06133828996282528,0.06077348066298342,0.022304832713754646,0.022099447513812154,0.0055762081784386614,0.007366482504604052,0.04275092936802974,0.040515653775322284,0.0,0.0
1193008,0.5228215767634855,0.5163934426229508,0.04564315352697095,0.03278688524590164,0.22406639004149378,0.22131147540983606,0.0954356846473029,0.0942622950819672,0.04564315352697095,0.045081967213114756,0.0,0.0,0.024896265560165973,0.06147540983606557,0.04149377593360996,0.028688524590163935,0.0,0.0
1193007,0.4651741293532338,0.4675,0.07213930348258707,0.07,0.2537313432835821,0.255,0.05472636815920398,0.055,0.06218905472636816,0.0625,0.01990049751243781,0.02,0.014925373134328358,0.0125,0.05721393034825871,0.0575,0.0,0.0
1192816,0.5661764705882353,0.5514705882352942,0.04044117647058824,0.04044117647058824,0.29411764705882354,0.29411764705882354,0.04411764705882353,0.04411764705882353,0.05514705882352941,0.06985294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193006,0.43467336683417085,0.43034825870646765,0.09798994974874371,0.10696517412935323,0.20603015075376885,0.20398009950248755,0.05025125628140704,0.04975124378109453,0.07788944723618091,0.07711442786069651,0.022613065326633167,0.022388059701492536,0.007537688442211055,0.007462686567164179,0.10301507537688442,0.10199004975124377,0.0,0.0
1192817,0.4525790349417637,0.4473684210526316,0.08652246256239601,0.08717105263157894,0.24625623960066556,0.24342105263157895,0.04159733777038269,0.04111842105263158,0.03161397670549085,0.03289473684210526,0.024958402662229616,0.024671052631578948,0.008319467554076539,0.01644736842105263,0.10815307820299501,0.1069078947368421,0.0,0.0
1193202,0.5703125,0.5675675675675675,0.0625,0.05019305019305019,0.21875,0.21621621621621623,0.02734375,0.02702702702702703,0.05859375,0.05791505791505792,0.0234375,0.03088803088803089,0.0,0.011583011583011582,0.0390625,0.03861003861003861,0.0,0.0
1193203,0.5220125786163522,0.515527950310559,0.03773584905660377,0.037267080745341616,0.22641509433962265,0.2236024844720497,0.08176100628930817,0.08074534161490683,0.07547169811320754,0.09937888198757763,0.03773584905660377,0.037267080745341616,0.0,0.0,0.018867924528301886,0.006211180124223602,0.0,0.0
1193201,0.43829787234042555,0.41975308641975306,0.13191489361702127,0.11522633744855967,0.31063829787234043,0.3004115226337449,0.04680851063829787,0.04526748971193416,0.04680851063829787,0.06995884773662552,0.01276595744680851,0.024691358024691357,0.0,0.0,0.01276595744680851,0.024691358024691357,0.0,0.0
1193206,0.5062972292191436,0.5082174462705437,0.05919395465994962,0.05815423514538559,0.3035264483627204,0.30467762326169406,0.037783375314861464,0.03792667509481669,0.04030226700251889,0.040455120101137804,0.017632241813602016,0.017699115044247787,0.005037783375314861,0.0050568900126422255,0.030226700251889168,0.02781289506953224,0.0,0.0
1193207,0.47368421052631576,0.48026315789473684,0.125,0.125,0.26973684210526316,0.26973684210526316,0.046052631578947366,0.046052631578947366,0.02631578947368421,0.039473684210526314,0.019736842105263157,0.019736842105263157,0.0,0.0,0.039473684210526314,0.019736842105263157,0.0,0.0
1193204,0.46598639455782315,0.4691780821917808,0.07482993197278912,0.0684931506849315,0.25510204081632654,0.2568493150684932,0.061224489795918366,0.06164383561643835,0.09183673469387756,0.09246575342465753,0.030612244897959183,0.030821917808219176,0.0,0.0,0.02040816326530612,0.02054794520547945,0.0,0.0
1193205,0.4982698961937716,0.5,0.07958477508650519,0.0763888888888889,0.17993079584775087,0.18055555555555555,0.02422145328719723,0.024305555555555556,0.04844290657439446,0.04861111111111111,0.010380622837370242,0.010416666666666666,0.020761245674740483,0.020833333333333332,0.1384083044982699,0.1388888888888889,0.0,0.0
1191303,0.4722222222222222,0.47410358565737054,0.07539682539682539,0.07569721115537849,0.15476190476190477,0.1553784860557769,0.05555555555555555,0.055776892430278883,0.051587301587301584,0.05179282868525897,0.03968253968253968,0.0398406374501992,0.03571428571428571,0.027888446215139442,0.11507936507936507,0.11952191235059761,0.0,0.0
1191304,0.4791666666666667,0.42592592592592593,0.052083333333333336,0.08333333333333333,0.15625,0.1388888888888889,0.052083333333333336,0.046296296296296294,0.0625,0.05555555555555555,0.0625,0.05555555555555555,0.041666666666666664,0.1111111111111111,0.09375,0.08333333333333333,0.0,0.0
1191301,0.48830409356725146,0.48405797101449277,0.05555555555555555,0.05507246376811594,0.23976608187134502,0.23768115942028986,0.07017543859649122,0.06956521739130435,0.04678362573099415,0.0463768115942029,0.011695906432748537,0.011594202898550725,0.011695906432748537,0.008695652173913044,0.07602339181286549,0.08695652173913043,0.0,0.0
